Transaction_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Region,Product_Category,Product_Name,Quantity_Ordered,Unit_Price,Unit_Cost,Discount_Applied,Shipping_Cost,Payment_Method,Order_Status,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Day_of_Week,Is_Weekend,Delivery_Duration_Days,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Total_COGS,Gross_Profit,Profit_Margin_Pct,Customer_Age_Group,Order_Value_Tier
ORD-105216,2025-07-19,2025-07-25,CUST-2782,Customer_2782,71,Female,United States,Beauty & Personal Care,Vitamin C Facial Serum,2,35.42,10.0,0.0,10.98,Credit Card,Cancelled,2025,7,July,Q3,Saturday,1,6,70.84,0.0,70.84,20.0,50.84,71.77,Boomer+ (60+),Budget Tier
ORD-109964,2025-05-13,2025-05-16,CUST-1808,Customer_1808,40,Male,France,Home & Kitchen,Espresso Coffee Maker,3,204.44,90.0,0.05,22.26,Bank Transfer,Cancelled,2025,5,May,Q2,Tuesday,0,3,613.32,30.67,582.65,270.0,312.65,53.66,Gen X (40-59),VIP Enterprise Tier
ORD-105716,2025-07-29,2025-08-02,CUST-2629,Customer_2629,19,Female,India,Books & Stationery,Hardcover Productivity Journal,7,17.93,4.5,0.3,18.11,Credit Card,Refunded,2025,7,July,Q3,Tuesday,0,4,125.51,37.65,87.86,31.5,56.36,64.15,Gen Z (<25),Budget Tier
ORD-102078,2025-06-03,2025-06-06,CUST-2143,Customer_2143,19,Female,Canada,Home & Kitchen,Espresso Coffee Maker,5,192.03,90.0,0.0,16.47,Apple Pay,Shipped,2025,6,June,Q2,Tuesday,0,3,960.15,0.0,960.15,450.0,510.15,53.13,Gen Z (<25),VIP Enterprise Tier
ORD-106018,2025-11-22,2025-11-26,CUST-1094,Customer_1094,73,Female,United States,Clothing & Apparel,Breathable Running Shoes,4,106.36,42.0,0.0,21.41,Bank Transfer,Shipped,2025,11,November,Q4,Saturday,1,4,425.44,0.0,425.44,168.0,257.44,60.51,Boomer+ (60+),Premium Tier
ORD-104752,2024-02-28,2024-03-05,CUST-1106,Customer_1106,30,Other,United States,Electronics,Gaming Mechanical Keyboard,5,93.85,35.0,0.3,23.07,Debit Card,Shipped,2024,2,February,Q1,Wednesday,0,6,469.25,140.78,328.47,175.0,153.47,46.72,Millennial (25-39),Premium Tier
ORD-110266,2025-05-28,2025-06-02,CUST-2891,Customer_2891,34,Male,Canada,Beauty & Personal Care,Vitamin C Facial Serum,3,36.61,10.0,0.0,8.9,Credit Card,Returned,2025,5,May,Q2,Wednesday,0,5,109.83,0.0,109.83,30.0,79.83,72.69,Millennial (25-39),Standard Tier
ORD-108684,2024-08-12,2024-08-19,CUST-2109,Customer_2109,55,Female,India,Beauty & Personal Care,Organic Moisturizing Cream,7,27.48,8.0,0.15,10.67,Credit Card,Shipped,2024,8,August,Q3,Monday,0,7,192.36,28.85,163.51,56.0,107.51,65.75,Gen X (40-59),Standard Tier
ORD-102843,2024-04-27,2024-05-02,CUST-2967,Customer_2967,32,Male,United Kingdom,Clothing & Apparel,Waterproof Winter Jacket,2,125.29,48.0,0.0,14.71,Apple Pay,Shipped,2024,4,April,Q2,Saturday,1,5,250.58,0.0,250.58,96.0,154.58,61.69,Millennial (25-39),Premium Tier
ORD-102538,2025-09-14,2025-09-21,CUST-1621,Customer_1621,68,Male,United States,Books & Stationery,Data Science Handbook (Hardcover),2,53.54,20.0,0.2,5.84,PayPal,Delivered,2025,9,September,Q3,Sunday,1,7,107.08,21.42,85.66,40.0,45.66,53.3,Boomer+ (60+),Budget Tier
ORD-100195,2024-02-11,2024-02-13,CUST-2388,Customer_2388,32,Male,United Kingdom,Electronics,Gaming Mechanical Keyboard,4,93.13,35.0,0.15,23.17,Bank Transfer,Cancelled,2024,2,February,Q1,Sunday,1,2,372.52,55.88,316.64,140.0,176.64,55.79,Millennial (25-39),Premium Tier
ORD-110655,2024-09-08,2024-09-10,CUST-2409,Customer_2409,61,Other,Unknown,Home & Kitchen,Air Purifier HEPA,8,118.97,50.0,0.25,22.74,Debit Card,Returned,2024,9,September,Q3,Sunday,1,2,951.76,237.94,713.82,400.0,313.82,43.96,Boomer+ (60+),VIP Enterprise Tier
ORD-107363,2024-03-17,2024-03-23,CUST-3115,Customer_3115,44,Female,Canada,Electronics,Gaming Mechanical Keyboard,1,88.27,35.0,0.05,20.16,Credit Card,Delivered,2024,3,March,Q1,Sunday,1,6,88.27,4.41,83.86,35.0,48.86,58.26,Gen X (40-59),Budget Tier
ORD-105291,2025-05-03,2025-05-09,CUST-2644,Customer_2644,44,Other,Canada,Clothing & Apparel,Slim-Fit Denim Jeans,7,62.96,24.0,0.1,5.28,PayPal,Delivered,2025,5,May,Q2,Saturday,1,6,440.72,44.07,396.65,168.0,228.65,57.65,Gen X (40-59),Premium Tier
ORD-100818,2025-10-20,2025-10-22,CUST-1312,Customer_1312,65,Male,Canada,Electronics,Smartphone Pro,7,408.09000000000003,450.0,0.0,21.45,Credit Card,Shipped,2025,10,October,Q4,Monday,0,2,2856.63,0.0,2856.63,3150.0,-293.37,-10.27,Boomer+ (60+),VIP Enterprise Tier
ORD-103368,2025-07-28,2025-08-04,CUST-1746,Customer_1746,31,Male,Australia,Electronics,Gaming Mechanical Keyboard,2,86.3,35.0,0.2,19.4,Apple Pay,Shipped,2025,7,July,Q3,Monday,0,7,172.6,34.52,138.08,70.0,68.08,49.3,Millennial (25-39),Standard Tier
ORD-107436,2025-10-19,2025-10-25,CUST-2758,Customer_2758,27,Female,India,Books & Stationery,Data Science Handbook (Hardcover),6,57.07,20.0,0.15,21.8,Credit Card,Refunded,2025,10,October,Q4,Sunday,1,6,342.42,51.36,291.06,120.0,171.06,58.77,Millennial (25-39),Premium Tier
ORD-106554,2025-01-21,2025-01-25,CUST-1095,Customer_1095,61,Male,France,Books & Stationery,Business Strategy Guide,8,25.44,6.0,0.05,18.6,PayPal,Shipped,2025,1,January,Q1,Tuesday,0,4,203.52,10.18,193.34,48.0,145.34,75.17,Boomer+ (60+),Standard Tier
ORD-102579,2025-06-20,2025-06-25,CUST-3227,Customer_3227,50,Male,United Kingdom,Electronics,Gaming Mechanical Keyboard,1,92.74,35.0,0.15,6.49,Credit Card,Delivered,2025,6,June,Q2,Friday,0,5,92.74,13.91,78.83,35.0,43.83,55.6,Gen X (40-59),Budget Tier
ORD-101132,2025-07-21,2025-07-25,CUST-1463,Customer_1463,53,Other,Australia,Home & Kitchen,Espresso Coffee Maker,8,191.34,90.0,0.25,19.11,Cash on Delivery,Cancelled,2025,7,July,Q3,Monday,0,4,1530.72,382.68,1148.04,720.0,428.04,37.28,Gen X (40-59),VIP Enterprise Tier
ORD-105506,2024-02-24,2024-02-29,CUST-2744,Customer_2744,49,Non-Binary,United States,Electronics,USB-C Fast Charger,8,29.97,8.5,0.15,20.17,PayPal,Returned,2024,2,February,Q1,Saturday,1,5,239.76,35.96,203.8,68.0,135.8,66.63,Gen X (40-59),Standard Tier
ORD-106855,2025-08-08,2025-08-10,CUST-2959,Customer_2959,31,Female,Japan,Clothing & Apparel,Waterproof Winter Jacket,3,117.18,48.0,0.05,8.0,Cash on Delivery,Delivered,2025,8,August,Q3,Friday,0,2,351.54,17.58,333.96,144.0,189.96,56.88,Millennial (25-39),Premium Tier
ORD-106762,2024-11-13,2024-11-17,CUST-2298,Customer_2298,47,Male,Australia,Beauty & Personal Care,Sunscreen SPF 50+,3,20.99,6.0,0.15,11.63,Debit Card,Cancelled,2024,11,November,Q4,Wednesday,0,4,62.97,9.45,53.52,18.0,35.52,66.37,Gen X (40-59),Budget Tier
ORD-107466,2024-09-03,2024-09-04,CUST-3388,Customer_3388,21,Other,United States,Beauty & Personal Care,Sunscreen SPF 50+,2,22.58,6.0,0.3,15.035,Bank Transfer,Cancelled,2024,9,September,Q3,Tuesday,0,1,45.16,13.55,31.61,12.0,19.61,62.04,Gen Z (<25),Budget Tier
ORD-108082,2024-04-03,2024-04-09,CUST-1705,Customer_1705,24,Male,United Kingdom,Books & Stationery,Hardcover Productivity Journal,2,18.9,4.5,0.0,10.11,Debit Card,Refunded,2024,4,April,Q2,Wednesday,0,6,37.8,0.0,37.8,9.0,28.8,76.19,Gen Z (<25),Budget Tier
ORD-109937,2025-07-07,2025-07-10,CUST-3055,Customer_3055,34,Female,United States,Books & Stationery,Ergonomic Fountain Pen Set,5,31.935000000000002,9.0,0.25,12.07,Apple Pay,Cancelled,2025,7,July,Q3,Monday,0,3,159.68,39.92,119.76,45.0,74.76,62.42,Millennial (25-39),Standard Tier
ORD-100321,2024-02-11,2024-02-13,CUST-2208,Customer_2208,45,Male,United Kingdom,Electronics,Gaming Mechanical Keyboard,5,94.07,35.0,0.0,9.97,Bank Transfer,Delivered,2024,2,February,Q1,Sunday,1,2,470.35,0.0,470.35,175.0,295.35,62.79,Gen X (40-59),Premium Tier
ORD-107136,2024-09-10,2024-09-12,CUST-1557,Customer_1557,33,Other,Canada,Clothing & Apparel,Breathable Running Shoes,2,109.21,42.0,0.05,20.25,PayPal,Cancelled,2024,9,September,Q3,Tuesday,0,2,218.42,10.92,207.5,84.0,123.5,59.52,Millennial (25-39),Standard Tier
ORD-101372,2024-08-11,2024-08-15,CUST-3464,Customer_3464,67,Male,United States,Beauty & Personal Care,Sonic Electric Toothbrush,5,50.61,16.0,0.2,16.42,Bank Transfer,Refunded,2024,8,August,Q3,Sunday,1,4,253.05,50.61,202.44,80.0,122.44,60.48,Boomer+ (60+),Standard Tier
ORD-104043,2024-03-15,2024-03-20,CUST-1584,Customer_1584,63,Male,Canada,Books & Stationery,Data Science Handbook (Hardcover),5,56.05,20.0,0.05,18.25,Debit Card,Returned,2024,3,March,Q1,Friday,0,5,280.25,14.01,266.24,100.0,166.24,62.44,Boomer+ (60+),Premium Tier
ORD-107634,2025-09-14,2025-09-21,CUST-2910,Customer_2910,47,Non-Binary,United States,Beauty & Personal Care,Organic Moisturizing Cream,6,27.16,8.0,0.3,13.76,Credit Card,Delivered,2025,9,September,Q3,Sunday,1,7,162.96,48.89,114.07,48.0,66.07,57.92,Gen X (40-59),Standard Tier
ORD-102655,2024-09-23,2024-09-30,CUST-1555,Customer_1555,54,Non-Binary,France,Home & Kitchen,Espresso Coffee Maker,1,207.48,90.0,0.15,23.45,Apple Pay,Delivered,2024,9,September,Q3,Monday,0,7,207.48,31.12,176.36,90.0,86.36,48.97,Gen X (40-59),Standard Tier
ORD-100908,2024-06-28,2024-07-02,CUST-2648,Customer_2648,56,Male,Canada,Beauty & Personal Care,Vitamin C Facial Serum,7,36.62,10.0,0.2,7.31,PayPal,Delivered,2024,6,June,Q2,Friday,0,4,256.34,51.27,205.07,70.0,135.07,65.87,Gen X (40-59),Standard Tier
ORD-100306,2025-03-16,2025-03-18,CUST-2373,Customer_2373,43,Non-Binary,Canada,Home & Kitchen,Blender & Smoothie Maker,7,59.61,22.0,0.3,21.75,Credit Card,Delivered,2025,3,March,Q1,Sunday,1,2,417.27,125.18,292.09,154.0,138.09,47.28,Gen X (40-59),Premium Tier
ORD-103951,2025-10-19,2025-10-24,CUST-2213,Customer_2213,41,Male,India,Books & Stationery,Hardcover Productivity Journal,4,19.23,4.5,0.15,17.03,Apple Pay,Delivered,2025,10,October,Q4,Sunday,1,5,76.92,11.54,65.38,18.0,47.38,72.47,Gen X (40-59),Budget Tier
ORD-105530,2024-04-08,2024-04-10,CUST-1080,Customer_1080,47,Female,Germany,Books & Stationery,Ergonomic Fountain Pen Set,8,30.9,9.0,0.25,12.96,Apple Pay,Processing,2024,4,April,Q2,Monday,0,2,247.2,61.8,185.4,72.0,113.4,61.17,Gen X (40-59),Standard Tier
ORD-107809,2025-04-26,2025-05-03,CUST-2265,Customer_2265,40,Other,Australia,Books & Stationery,Ergonomic Fountain Pen Set,7,31.9,9.0,0.2,23.83,Bank Transfer,Processing,2025,4,April,Q2,Saturday,1,7,223.3,44.66,178.64,63.0,115.64,64.73,Gen X (40-59),Standard Tier
ORD-103812,2025-04-07,2025-04-11,CUST-1355,Customer_1355,70,Female,United States,Electronics,Wireless Earbuds,5,135.47,45.0,0.3,21.14,Credit Card,Returned,2025,4,April,Q2,Monday,0,4,677.35,203.2,474.15,225.0,249.15,52.55,Boomer+ (60+),Premium Tier
ORD-111570,2025-01-24,2025-01-31,CUST-3290,Customer_3290,74,Female,United Kingdom,Beauty & Personal Care,Vitamin C Facial Serum,7,34.14,10.0,0.25,22.34,Cash on Delivery,Shipped,2025,1,January,Q1,Friday,0,7,238.98,59.74,179.24,70.0,109.24,60.95,Boomer+ (60+),Standard Tier
ORD-110645,2024-09-23,2024-09-30,CUST-2598,Customer_2598,73,Female,United Kingdom,Books & Stationery,Ergonomic Fountain Pen Set,5,31.06,9.0,0.25,24.94,Cash on Delivery,Returned,2024,9,September,Q3,Monday,0,7,155.3,38.83,116.47,45.0,71.47,61.36,Boomer+ (60+),Standard Tier
ORD-109685,2024-04-25,2024-04-28,CUST-2349,Customer_2349,52,Non-Binary,United States,Clothing & Apparel,Merino Wool Sweater,7,81.77,32.0,0.2,18.27,Bank Transfer,Cancelled,2024,4,April,Q2,Thursday,0,3,572.39,114.48,457.91,224.0,233.91,51.08,Gen X (40-59),Premium Tier
ORD-111193,2024-12-13,2024-12-16,CUST-1682,Customer_1682,67,Male,Japan,Books & Stationery,Data Science Handbook (Hardcover),3,57.42,20.0,0.05,8.96,PayPal,Cancelled,2024,12,December,Q4,Friday,0,3,172.26,8.61,163.65,60.0,103.65,63.34,Boomer+ (60+),Standard Tier
ORD-107256,2024-02-15,2024-02-19,CUST-1159,Customer_1159,25,Other,United States,Beauty & Personal Care,Ionic Hair Dryer,5,76.54,28.0,0.05,13.24,Debit Card,Refunded,2024,2,February,Q1,Thursday,0,4,382.7,19.14,363.56,140.0,223.56,61.49,Millennial (25-39),Premium Tier
ORD-110789,2024-03-29,2024-04-02,CUST-2444,Customer_2444,27,Male,United States,Home & Kitchen,Robot Vacuum Cleaner,7,294.16,130.0,0.05,22.64,Debit Card,Refunded,2024,3,March,Q1,Friday,0,4,2059.12,102.96,1956.16,910.0,1046.16,53.48,Millennial (25-39),VIP Enterprise Tier
ORD-100927,2025-05-14,2025-05-18,CUST-1887,Customer_1887,21,Male,United States,Home & Kitchen,Stainless Steel Cookware Set,4,144.62,65.0,0.25,23.98,Apple Pay,Delivered,2025,5,May,Q2,Wednesday,0,4,578.48,144.62,433.86,260.0,173.86,40.07,Gen Z (<25),Premium Tier
ORD-100245,2024-08-23,2024-08-27,CUST-1899,Customer_1899,70,Female,Australia,Electronics,Wireless Earbuds,1,127.27,45.0,0.0,10.23,PayPal,Shipped,2024,8,August,Q3,Friday,0,4,127.27,0.0,127.27,45.0,82.27,64.64,Boomer+ (60+),Standard Tier
ORD-109993,2024-03-25,2024-03-29,CUST-1575,Customer_1575,66,Male,India,Home & Kitchen,Air Purifier HEPA,8,120.92,50.0,0.25,15.46,Cash on Delivery,Shipped,2024,3,March,Q1,Monday,0,4,967.36,241.84,725.52,400.0,325.52,44.87,Boomer+ (60+),VIP Enterprise Tier
ORD-100016,2024-03-06,2024-03-10,CUST-2569,Customer_2569,31,Male,Australia,Home & Kitchen,Stainless Steel Cookware Set,6,150.56,65.0,0.1,18.58,Apple Pay,Shipped,2024,3,March,Q1,Wednesday,0,4,903.36,90.34,813.02,390.0,423.02,52.03,Millennial (25-39),VIP Enterprise Tier
ORD-100144,2024-08-20,2024-08-27,CUST-2423,Customer_2423,47,Male,France,Beauty & Personal Care,Sunscreen SPF 50+,1,22.58,6.0,0.05,8.26,Bank Transfer,Shipped,2024,8,August,Q3,Tuesday,0,7,22.58,1.13,21.45,6.0,15.45,72.03,Gen X (40-59),Budget Tier
ORD-105984,2024-03-15,2024-03-22,CUST-2443,Customer_2443,48,Female,Canada,Electronics,4K Ultra Monitor,8,349.28,190.0,0.3,16.02,Credit Card,Shipped,2024,3,March,Q1,Friday,0,7,2794.24,838.27,1955.97,1520.0,435.97,22.29,Gen X (40-59),VIP Enterprise Tier
ORD-111809,2025-08-13,2025-08-20,CUST-2440,Customer_2440,50,Male,Germany,Books & Stationery,Artist Sketchbook Pack,2,14.44,3.5,0.15,15.035,Cash on Delivery,Delivered,2025,8,August,Q3,Wednesday,0,7,28.88,4.33,24.55,7.0,17.55,71.49,Gen X (40-59),Budget Tier
ORD-100130,2025-10-31,2025-11-07,CUST-2551,Customer_2551,32,Female,India,Clothing & Apparel,Casual Cotton T-Shirt,1,25.36,7.0,0.0,7.26,PayPal,Refunded,2025,10,October,Q4,Friday,0,7,25.36,0.0,25.36,7.0,18.36,72.4,Millennial (25-39),Budget Tier
ORD-108930,2024-05-26,2024-05-30,CUST-2951,Customer_2951,46,Male,United States,Clothing & Apparel,Slim-Fit Denim Jeans,1,65.84,24.0,0.15,22.75,Credit Card,Returned,2024,5,May,Q2,Sunday,1,4,65.84,9.88,55.96,24.0,31.96,57.11,Gen X (40-59),Budget Tier
ORD-102568,2024-01-07,2024-01-12,CUST-3300,Customer_3300,51,Female,Germany,Home & Kitchen,Espresso Coffee Maker,7,201.03,90.0,0.25,20.46,PayPal,Delivered,2024,1,January,Q1,Sunday,1,5,1407.21,351.8,1055.41,630.0,425.41,40.31,Gen X (40-59),VIP Enterprise Tier
ORD-105954,2024-10-27,2024-11-01,CUST-3397,Customer_3397,18,Other,Australia,Books & Stationery,Ergonomic Fountain Pen Set,4,33.14,9.0,0.15,5.05,Bank Transfer,Shipped,2024,10,October,Q4,Sunday,1,5,132.56,19.88,112.68,36.0,76.68,68.05,Gen Z (<25),Standard Tier
ORD-107732,2024-12-13,2024-12-14,CUST-2066,Customer_2066,40,Other,United States,Beauty & Personal Care,Sonic Electric Toothbrush,4,48.79,16.0,0.25,6.59,PayPal,Cancelled,2024,12,December,Q4,Friday,0,1,195.16,48.79,146.37,64.0,82.37,56.28,Gen X (40-59),Standard Tier
ORD-105301,2025-05-27,2025-05-28,CUST-3478,Customer_3478,35,Male,Canada,Books & Stationery,Artist Sketchbook Pack,1,15.64,3.5,0.0,18.89,Credit Card,Delivered,2025,5,May,Q2,Tuesday,0,1,15.64,0.0,15.64,3.5,12.14,77.62,Millennial (25-39),Budget Tier
ORD-108266,2025-03-11,2025-03-17,CUST-1267,Customer_1267,48,Male,United Kingdom,Beauty & Personal Care,Organic Moisturizing Cream,4,27.76,8.0,0.1,9.7,Bank Transfer,Delivered,2025,3,March,Q1,Tuesday,0,6,111.04,11.1,99.94,32.0,67.94,67.98,Gen X (40-59),Standard Tier
ORD-105459,2024-05-12,2024-05-19,CUST-2170,Customer_2170,35,Female,Canada,Clothing & Apparel,Merino Wool Sweater,3,83.25,32.0,0.05,16.95,Apple Pay,Cancelled,2024,5,May,Q2,Sunday,1,7,249.75,12.49,237.26,96.0,141.26,59.54,Millennial (25-39),Premium Tier
ORD-112181,2024-09-04,2024-09-11,CUST-3476,Customer_3476,35,Non-Binary,Canada,Electronics,USB-C Fast Charger,5,28.53,8.5,0.0,20.76,Credit Card,Delivered,2024,9,September,Q3,Wednesday,0,7,142.65,0.0,142.65,42.5,100.15,70.21,Millennial (25-39),Standard Tier
ORD-105309,2025-03-05,2025-03-10,CUST-2700,Customer_2700,52,Other,India,Electronics,Gaming Mechanical Keyboard,4,93.28,35.0,0.25,7.74,PayPal,Shipped,2025,3,March,Q1,Wednesday,0,5,373.12,93.28,279.84,140.0,139.84,49.97,Gen X (40-59),Premium Tier
ORD-102489,2025-06-23,2025-06-28,CUST-1245,Customer_1245,61,Female,Canada,Books & Stationery,Business Strategy Guide,4,24.97,6.0,0.2,16.53,Debit Card,Returned,2025,6,June,Q2,Monday,0,5,99.88,19.98,79.9,24.0,55.9,69.96,Boomer+ (60+),Budget Tier
ORD-110372,2024-12-19,2024-12-20,CUST-2513,Customer_2513,51,Female,United States,Books & Stationery,Hardcover Productivity Journal,7,17.67,4.5,0.05,12.35,Credit Card,Processing,2024,12,December,Q4,Thursday,0,1,123.69,6.18,117.51,31.5,86.01,73.19,Gen X (40-59),Standard Tier
ORD-104480,2024-08-15,2024-08-20,CUST-1745,Customer_1745,55,Female,Germany,Electronics,Gaming Mechanical Keyboard,3,87.22,35.0,0.05,20.77,PayPal,Cancelled,2024,8,August,Q3,Thursday,0,5,261.66,13.08,248.58,105.0,143.58,57.76,Gen X (40-59),Premium Tier
ORD-101183,2025-05-03,2025-05-09,CUST-1596,Customer_1596,27,Male,Canada,Beauty & Personal Care,Organic Moisturizing Cream,6,26.78,8.0,0.25,22.51,Credit Card,Processing,2025,5,May,Q2,Saturday,1,6,160.68,40.17,120.51,48.0,72.51,60.17,Millennial (25-39),Standard Tier
ORD-102526,2025-07-03,2025-07-09,CUST-2432,Customer_2432,46,Other,United Kingdom,Clothing & Apparel,Casual Cotton T-Shirt,7,24.54,7.0,0.0,12.38,Cash on Delivery,Delivered,2025,7,July,Q3,Thursday,0,6,171.78,0.0,171.78,49.0,122.78,71.48,Gen X (40-59),Standard Tier
ORD-108537,2024-04-20,2024-04-26,CUST-1923,Customer_1923,26,Male,Germany,Home & Kitchen,Robot Vacuum Cleaner,3,310.57,130.0,0.3,11.5,Credit Card,Cancelled,2024,4,April,Q2,Saturday,1,6,931.71,279.51,652.2,390.0,262.2,40.2,Millennial (25-39),VIP Enterprise Tier
ORD-101171,2024-04-07,2024-04-08,CUST-1912,Customer_1912,33,Male,United Kingdom,Electronics,Wireless Earbuds,13,127.8,45.0,0.2,5.03,Credit Card,Refunded,2024,4,April,Q2,Sunday,1,1,1661.4,332.28,1329.12,585.0,744.12,55.99,Millennial (25-39),VIP Enterprise Tier
ORD-111161,2024-01-08,2024-01-14,CUST-1687,Customer_1687,61,Female,United States,Clothing & Apparel,Breathable Running Shoes,8,107.35,42.0,0.15,11.43,PayPal,Shipped,2024,1,January,Q1,Monday,0,6,858.8,128.82,729.98,336.0,393.98,53.97,Boomer+ (60+),VIP Enterprise Tier
ORD-102183,2025-06-29,2025-07-02,CUST-2336,Customer_2336,65,Female,Canada,Electronics,USB-C Fast Charger,5,30.32,8.5,0.05,7.74,Credit Card,Shipped,2025,6,June,Q2,Sunday,1,3,151.6,7.58,144.02,42.5,101.52,70.49,Boomer+ (60+),Standard Tier
ORD-112267,2025-09-26,2025-09-27,CUST-3426,Customer_3426,33,Female,Germany,Beauty & Personal Care,Organic Moisturizing Cream,4,28.11,8.0,0.05,16.72,Cash on Delivery,Refunded,2025,9,September,Q3,Friday,0,1,112.44,5.62,106.82,32.0,74.82,70.04,Millennial (25-39),Standard Tier
ORD-109386,2024-04-01,2024-04-08,CUST-1064,Customer_1064,64,Male,India,Books & Stationery,Artist Sketchbook Pack,3,15.14,3.5,0.3,7.94,Debit Card,Refunded,2024,4,April,Q2,Monday,0,7,45.42,13.63,31.79,10.5,21.29,66.97,Boomer+ (60+),Budget Tier
ORD-106793,2025-04-16,2025-04-17,CUST-2072,Customer_2072,44,Female,Australia,Electronics,Smartphone Pro,4,408.09000000000003,450.0,0.2,12.35,Apple Pay,Delivered,2025,4,April,Q2,Wednesday,0,1,1632.36,326.47,1305.89,1800.0,-494.11,-37.84,Gen X (40-59),VIP Enterprise Tier
ORD-110623,2025-05-29,2025-06-05,CUST-3087,Customer_3087,24,Male,United States,Electronics,Wireless Earbuds,4,132.64,45.0,0.25,5.5,Apple Pay,Processing,2025,5,May,Q2,Thursday,0,7,530.56,132.64,397.92,180.0,217.92,54.76,Gen Z (<25),Premium Tier
ORD-105922,2025-03-04,2025-03-05,CUST-2931,Customer_2931,63,Male,Australia,Electronics,Gaming Mechanical Keyboard,2,92.51,35.0,0.0,16.8,Apple Pay,Processing,2025,3,March,Q1,Tuesday,0,1,185.02,0.0,185.02,70.0,115.02,62.17,Boomer+ (60+),Standard Tier
ORD-103372,2024-05-07,2024-05-12,CUST-2765,Customer_2765,70,Female,United States,Books & Stationery,Ergonomic Fountain Pen Set,2,32.04,9.0,0.2,15.035,Credit Card,Returned,2024,5,May,Q2,Tuesday,0,5,64.08,12.82,51.26,18.0,33.26,64.88,Boomer+ (60+),Budget Tier
ORD-110414,2024-11-27,2024-11-30,CUST-2316,Customer_2316,23,Other,Japan,Beauty & Personal Care,Vitamin C Facial Serum,2,34.18,10.0,0.3,24.89,Debit Card,Processing,2024,11,November,Q4,Wednesday,0,3,68.36,20.51,47.85,20.0,27.85,58.2,Gen Z (<25),Budget Tier
ORD-101860,2025-03-17,2025-03-23,CUST-2439,Customer_2439,53,Male,United Kingdom,Electronics,Smartphone Pro,8,408.09000000000003,450.0,0.0,12.69,Apple Pay,Returned,2025,3,March,Q1,Monday,0,6,3264.72,0.0,3264.72,3600.0,-335.28,-10.27,Gen X (40-59),VIP Enterprise Tier
ORD-108041,2025-09-17,2025-09-19,CUST-1564,Customer_1564,27,Female,Japan,Electronics,Wireless Earbuds,4,129.43,45.0,0.15,22.92,PayPal,Refunded,2025,9,September,Q3,Wednesday,0,2,517.72,77.66,440.06,180.0,260.06,59.1,Millennial (25-39),Premium Tier
ORD-110840,2024-02-25,2024-02-27,CUST-2703,Customer_2703,47,Other,Japan,Electronics,Gaming Mechanical Keyboard,1,88.38,35.0,0.25,6.25,Debit Card,Processing,2024,2,February,Q1,Sunday,1,2,88.38,22.1,66.28,35.0,31.28,47.19,Gen X (40-59),Budget Tier
ORD-108494,2024-01-15,2024-01-21,CUST-1108,Customer_1108,71,Male,United Kingdom,Home & Kitchen,Stainless Steel Cookware Set,6,155.02,65.0,0.1,10.53,Cash on Delivery,Cancelled,2024,1,January,Q1,Monday,0,6,930.12,93.01,837.11,390.0,447.11,53.41,Boomer+ (60+),VIP Enterprise Tier
ORD-106782,2024-05-21,2024-05-25,CUST-2094,Customer_2094,20,Female,Canada,Beauty & Personal Care,Vitamin C Facial Serum,2,36.6,10.0,0.25,24.25,Debit Card,Returned,2024,5,May,Q2,Tuesday,0,4,73.2,18.3,54.9,20.0,34.9,63.57,Gen Z (<25),Budget Tier
ORD-101879,2025-03-15,2025-03-16,CUST-1196,Customer_1196,70,Non-Binary,United Kingdom,Electronics,USB-C Fast Charger,7,30.73,8.5,0.3,14.75,Credit Card,Processing,2025,3,March,Q1,Saturday,1,1,215.11,64.53,150.58,59.5,91.08,60.49,Boomer+ (60+),Standard Tier
ORD-108049,2024-11-11,2024-11-12,CUST-2413,Customer_2413,45,Non-Binary,United States,Books & Stationery,Artist Sketchbook Pack,2,15.11,3.5,0.0,23.01,Credit Card,Delivered,2024,11,November,Q4,Monday,0,1,30.22,0.0,30.22,7.0,23.22,76.84,Gen X (40-59),Budget Tier
ORD-103589,2024-06-19,2024-06-25,CUST-1688,Customer_1688,57,Male,Germany,Clothing & Apparel,Merino Wool Sweater,3,81.14,32.0,0.2,15.035,Credit Card,Shipped,2024,6,June,Q2,Wednesday,0,6,243.42,48.68,194.74,96.0,98.74,50.7,Gen X (40-59),Standard Tier
ORD-103122,2025-02-04,2025-02-05,CUST-3254,Customer_3254,24,Other,United States,Electronics,USB-C Fast Charger,4,28.96,8.5,0.05,14.2,Bank Transfer,Shipped,2025,2,February,Q1,Tuesday,0,1,115.84,5.79,110.05,34.0,76.05,69.1,Gen Z (<25),Standard Tier
ORD-100388,2024-03-03,2024-03-08,CUST-1575,Customer_1575,41,Non-Binary,Canada,Beauty & Personal Care,Vitamin C Facial Serum,3,33.63,10.0,0.3,11.62,PayPal,Refunded,2024,3,March,Q1,Sunday,1,5,100.89,30.27,70.62,30.0,40.62,57.52,Gen X (40-59),Budget Tier
